ExperimentName,subject,Session,Procedure,Trial,Directed,I_NMG_ZScorePrime,I_NMG_ZscoreTarget,I_ZScorePrime,I_ZScoreTarget,ItemNumber,LogHalPrime,LogHalTarget,LogP,MeanLDTZ,MeanLength,MeanLogF,MeanNMGZ,pathlength,prime_word,Stimuli1,target_word,TargetResponse.RESP[Trial],TargetResponse.RT[Trial],Undirected,TargetAccuracy,RTRecogniseTarget
NetworksDemasking_SingleListLongDurations,11,1,S1,43,5,-0.352,-0.467,-0.447,-0.491,A212,7.47,10.079,17.200341,-0.469,6,8.7745,-0.4095,15,VERDICT,212,TOWER,tower{SPACE},1331,3,1,3167
NetworksDemasking_SingleListLongDurations,11,1,S1,187,4,-0.444,-0.582,-0.314,-0.465,A213,6.601,8.198,19.946807,-0.3895,7,7.3995,-0.513,1,REMORSE,213,TRAGEDY,tragedy{SPACE},1402,2,1,1418
NetworksDemasking_SingleListLongDurations,11,1,S1,202,2,-0.487,-0.21,-0.566,0.107,A214,9.835,9.188,9.28686,-0.2295,9.5,9.5115,-0.3485,2,PLANE,214,TRANSPORTATION,transportation{SPACE},1713,2,1,1075
NetworksDemasking_SingleListLongDurations,11,1,S1,53,3,-0.556,-0.453,-0.264,-0.64,A215,6.678,9.595,13.109234,-0.452,5,8.1365,-0.5045,3,HEDGE,215,TREES,trees{SPACE},1252,2,1,1762
NetworksDemasking_SingleListLongDurations,11,1,S1,23,3,-0.646,0.106,-0.776,-0.13,A216,10.791,5.056,13.29605,-0.453,6,7.9235,-0.27,6,PASS,216,TRICYCLE,tricycle{SPACE},2183,3,1,2089
NetworksDemasking_SingleListLongDurations,11,1,S1,71,5,-0.213,-0.632,-0.33,-0.433,A217,5.366,7.071,18.597871,-0.3815,5.5,6.2185,-0.4225,15,CHIPMUNK,217,TUG,tug{SPACE},527,4,1,2822
NetworksDemasking_SingleListLongDurations,11,1,S1,90,2,-0.616,-0.212,-0.379,-0.292,A218,7.077,8.174,10.666727,-0.3355,5,7.6255,-0.414,1,ELK,218,UNICORN,unicorn{SPACE},2694,2,1,1880
NetworksDemasking_SingleListLongDurations,11,1,S1,29,4,-0.339,-0.237,-0.159,0.148,A219,8.069,8.399,18.432624,-0.0055,8.5,8.234,-0.288,15,ELIMINATION,219,UNUSED,unused{SPACE},2456,3,1,3829
NetworksDemasking_SingleListLongDurations,11,1,S1,141,2,0.318,-0.683,0.105,-0.418,A220,6.144,9.337,10.096715,-0.1565,7,7.7405,-0.1825,4,APATHETIC,220,UPSET,upset{SPACE},836,2,1,1587
NetworksDemasking_SingleListLongDurations,11,1,S1,167,3,-0.117,-0.25,-0.142,-0.154,A221,8.437,5.242,14.620024,-0.148,7,6.8395,-0.1835,4,INTERSTATE,221,VEER,veer{SPACE},686,2,1,2355
NetworksDemasking_SingleListLongDurations,11,1,S1,12,2,-0.388,-0.32,-0.728,-0.464,A222,9.006,7.121,11.909893,-0.596,4.5,8.0635,-0.354,1,SHIRT,222,VEST,vest{SPACE},744,1,1,1615
NetworksDemasking_SingleListLongDurations,11,1,S1,204,4,-0.267,-0.418,-0.02,-0.542,A223,8.761,9.362,19.75595,-0.281,7,9.0615,-0.3425,3,ALUMINUM,223,VICTIM,victim{SPACE},1547,4,1,2073
NetworksDemasking_SingleListLongDurations,11,1,S1,241,2,-0.309,-0.435,-0.17,-0.586,A224,7.789,9.896,11.306821,-0.378,6.5,8.8425,-0.372,2,MAFIA,224,VIOLENCE,violence{SPACE},1208,2,1,1175
NetworksDemasking_SingleListLongDurations,11,1,S1,237,1,-0.482,-0.366,-0.515,-0.565,A225,8.443,10.101,5.149747,-0.54,6.5,9.272,-0.424,1,BACTERIA,225,VIRUS,virus{SPACE},1154,1,1,1126
NetworksDemasking_SingleListLongDurations,11,1,S1,138,6,-0.209,-0.144,-0.273,-0.276,A247,9.793,5.642,28.363614,-0.2745,8.5,7.7175,-0.1765,15,REPUBLICAN,226,CONVENT,convent{SPACE},3982,4,1,3978
NetworksDemasking_SingleListLongDurations,11,1,S1,142,3,-0.049,-0.411,-0.196,-0.748,A227,6.946,11.312,13.811296,-0.472,5.5,9.129,-0.23,2,MARROW,227,VOICE,voice{SPACE},763,3,1,1752
NetworksDemasking_SingleListLongDurations,11,1,S1,194,5,-0.943,-0.55,-0.621,-0.487,A228,11.677,8.024,20.554983,-0.554,6,9.8505,-0.7465,15,OFTEN,228,VOLCANO,volcano{SPACE},1522,4,1,1168
NetworksDemasking_SingleListLongDurations,11,1,S1,65,3,-0.527,-0.319,-0.265,-0.481,A229,6.599,7.733,17.721453,-0.373,5.5,7.166,-0.423,15,GRATE,229,VOYAGE,voyage{SPACE},1158,3,1,1872
NetworksDemasking_SingleListLongDurations,11,1,S1,209,5,-0.211,-0.712,0.031,-0.504,A230,5.193,9.216,22.478625,-0.2365,5,7.2045,-0.4615,4,ABDUCT,230,WAGE,wage{SPACE},1145,3,1,2141
NetworksDemasking_SingleListLongDurations,11,1,S1,224,2,-0.007,-0.309,-0.575,-0.13,A231,8.355,6.717,10.45304,-0.3525,7,7.536,-0.158,1,SLEEVE,231,WARDROBE,wardrobe{SPACE},1981,2,1,2128
NetworksDemasking_SingleListLongDurations,11,1,S1,191,4,-0.168,-0.675,-0.109,-0.437,A232,8.731,5.412,17.041653,-0.273,7.5,7.0715,-0.4215,15,CONCENTRATE,232,WART,wait{SPACE},1271,3,1,1714
NetworksDemasking_SingleListLongDurations,11,1,S1,148,Inf,-0.547,-0.595,-0.658,-0.491,A233,9.119,6.707,Inf,-0.5745,7,7.913,-0.571,15,RAPID,233,WATERFALL,waterfall{SPACE},1503,2,1,1998
NetworksDemasking_SingleListLongDurations,11,1,S1,5,3,-0.631,-0.718,-0.427,-0.651,A234,7.113,10.347,7.004452,-0.539,5,8.73,-0.6745,6,BUCKLE,234,WEAR,wear{SPACE},1958,3,1,2854
NetworksDemasking_SingleListLongDurations,11,1,S1,225,5,-0.711,-0.581,-0.649,-0.623,A235,10.916,11.603,21.472568,-0.636,5.5,11.2595,-0.646,6,WELCOME,235,WEEK,week{SPACE},747,4,1,2851
NetworksDemasking_SingleListLongDurations,11,1,S1,103,3,-0.042,-0.697,-0.269,-0.47,A248,8.529,8.892,14.957445,-0.3695,8,8.7105,-0.3695,15,CEREMONY,236,EVERYDAY,everyday{SPACE},1295,3,1,2372
NetworksDemasking_SingleListLongDurations,11,1,S1,136,4,-0.197,-0.599,-0.484,-0.596,A237,5.468,7.473,18.575837,-0.54,7,6.4705,-0.398,2,CRACKLE,237,WHISPER,whisper{SPACE},1146,3,1,1751
NetworksDemasking_SingleListLongDurations,11,1,S1,195,2,-0.557,-0.748,-0.736,-0.68,A238,8.188,9.097,5.741831,-0.708,4.5,8.6425,-0.6525,1,HAWK,238,WINGS,wings{SPACE},566,2,1,1131
NetworksDemasking_SingleListLongDurations,11,1,S1,145,2,-0.709,-0.691,-0.557,-0.799,A239,9.115,9.139,7.643856,-0.678,5,9.127,-0.7,4,HONEY,239,WOODS,woods{SPACE},660,2,1,2835
NetworksDemasking_SingleListLongDurations,11,1,S1,223,5,-0.373,-0.535,-0.456,-0.412,A240,7.953,10.04,19.200236,-0.434,6,8.9965,-0.454,3,YEARLY,240,WRITER,writer{SPACE},971,3,1,1960
NetworksDemasking_SingleListLongDurations,12,1,S2,178,1,-0.427,-0.686,-0.218,-0.451,A1,8.514,8.211,5.672425,-0.3345,6,8.3625,-0.5565,1,ABSURD,1,OUTRAGEOUS,outrageous{SPACE},1328,1,1,1766
NetworksDemasking_SingleListLongDurations,12,1,S2,181,4,0.121,-0.496,-0.414,-0.524,A2,6.952,10.593,22.199474,-0.469,7.5,8.7725,-0.1875,3,ADJECTIVE,2,REVIEW,review{SPACE},905,3,1,2156
NetworksDemasking_SingleListLongDurations,12,1,S2,141,3,-0.687,-0.545,-0.359,-0.524,A3,6.965,8.626,14.819181,-0.4415,4.5,7.7955,-0.616,1,ADORE,3,LUST,lust{SPACE},503,2,1,1074
NetworksDemasking_SingleListLongDurations,12,1,S2,103,3,-0.644,-0.413,-0.748,-0.545,A4,12.428,10.231,17.88147,-0.6465,6.5,11.3295,-0.5285,2,AGAIN,4,ENGAGE,engage{SPACE},781,2,1,2211
NetworksDemasking_SingleListLongDurations,12,1,S2,207,7,-0.449,-0.655,-0.402,-0.632,A5,7.834,11.23,27.614945,-0.517,6,9.532,-0.552,6,ALGEBRA,5,FORESIGHT,foresight{SPACE},1118,3,1,1131
NetworksDemasking_SingleListLongDurations,12,1,S2,102,5,-0.692,-0.309,-0.606,-0.17,A6,8.977,7.789,16.819668,-0.388,5,8.383,-0.5005,15,ALTER,6,MAGNET,magnet{SPACE},1281,4,1,2216
NetworksDemasking_SingleListLongDurations,12,1,S2,195,5,-0.337,-0.489,0.014,-0.609,A7,7.244,9.769,25.68764,-0.2975,8.5,8.5065,-0.413,6,AMBULANCE,7,FUSS,fuss{SPACE},2850,3,1,2250
NetworksDemasking_SingleListLongDurations,12,1,S2,156,2,-0.405,-0.641,-0.666,-0.609,A8,7.925,11.247,8.864805,-0.6375,6.5,9.586,-0.523,6,ANCHOR,8,RELEASE,release{SPACE},1145,2,1,1435
NetworksDemasking_SingleListLongDurations,12,1,S2,224,6,-0.64,-0.635,-0.735,-0.714,A9,11.601,10.625,23.066924,-0.7245,6.5,11.113,-0.6375,2,ANSWER,9,PRECISE,precise{SPACE},931,2,1,1686
NetworksDemasking_SingleListLongDurations,12,1,S2,161,4,-0.522,-0.236,-0.515,-0.492,A10,9.101,7.712,18.725866,-0.5035,7.5,8.4065,-0.379,1,APARTMENT,10,MANSION,mansion{SPACE},1100,2,1,1604
NetworksDemasking_SingleListLongDurations,12,1,S2,15,2,-0.466,-0.527,-0.458,-0.733,A11,9.473,5.756,9.472691,-0.5955,8,7.6145,-0.4965,2,APPEARANCE,11,NASTY,{SHIFT}Nasty{SPACE},893,2,1,2770
NetworksDemasking_SingleListLongDurations,12,1,S2,143,5,0.066,NA,0.149,NA,A12,5.394,4.812,23.908865,0.149,9.5,5.103,0.066,3,APPENDAGE,12,INSTANT,instant{SPACE},990,4,1,1744
NetworksDemasking_SingleListLongDurations,12,1,S2,166,3,-0.5,-0.292,-0.398,-0.422,A13,6.704,5.781,15.693429,-0.41,7.5,6.2425,-0.396,4,APPLIANCE,13,TEAPOT,teapot{SPACE},708,2,1,1262
NetworksDemasking_SingleListLongDurations,12,1,S2,47,2,-0.133,-0.378,0.144,-0.685,A14,9.822,9.857,12.447987,-0.2705,10,9.8395,-0.2555,2,ARCHITECTUR,14,CREATIVE,{SHIFT}creative{SPACE},1228,2,1,1196
NetworksDemasking_SingleListLongDurations,12,1,S2,134,4,-0.732,-0.611,-0.611,-0.728,A15,10.435,8.793,20.736479,-0.6695,5.5,9.614,-0.6715,15,ARMY,15,COOKING,cooking{SPACE},1373,3,1,1812
NetworksDemasking_SingleListLongDurations,12,1,S2,10,4,-0.186,-0.376,-0.231,-0.596,A16,5.537,9.108,19.010359,-0.4135,7,7.3225,-0.281,1,ASHTRAY,16,SMOKING,{SHIFT}Smoking{SPACE},958,1,1,1048
NetworksDemasking_SingleListLongDurations,12,1,S2,121,4,-0.387,-0.089,-0.436,-0.203,A17,8.596,5.176,20.625762,-0.3195,7.5,6.886,-0.238,4,ASLEEP,17,DETERGENT,detergent{SPACE},1471,4,1,1231
NetworksDemasking_SingleListLongDurations,12,1,S2,227,2,-0.275,-0.23,-0.401,-0.783,A18,8.073,11.975,9.409126,-0.592,7.5,10.024,-0.2525,6,ATTENDANCE,18,SMALL,small{SPACE},725,2,1,1595
NetworksDemasking_SingleListLongDurations,12,1,S2,106,2,-0.358,-0.187,-0.492,-0.208,A19,9.948,11.207,8.659486,-0.35,9.5,10.5775,-0.2725,1,AUDIENCE,19,PERFORMANCE,performance{SPACE},2433,1,1,2132
NetworksDemasking_SingleListLongDurations,12,1,S2,93,6,-0.711,-0.192,-0.533,-0.323,A20,9.082,10.078,29.425045,-0.428,6.5,9.58,-0.4515,4,AWFUL,20,PRESENCE,presence{SPACE},1234,3,1,4680
NetworksDemasking_SingleListLongDurations,12,1,S2,208,2,-0.512,-0.607,-0.272,-0.916,A241,5.403,11.73,5.372554,-0.272,5,5.403,-0.512,1,FLUNK,21,TEST,test{SPACE},510,2,1,1047
NetworksDemasking_SingleListLongDurations,12,1,S2,126,4,0.296,0.105,0.463,-0.124,A22,4.043,6.306,17.647309,0.1695,8,5.1745,0.2005,15,BASSINET,22,DOCUMENT,document{SPACE},1220,4,1,1262
NetworksDemasking_SingleListLongDurations,12,1,S2,151,5,-0.456,-0.56,-0.489,-0.2,A23,10.191,7.81,19.475425,-0.3445,4.5,9.0005,-0.508,4,BEACH,23,DEODORANT,deoderant{SPACE},3999,3,1,1148
NetworksDemasking_SingleListLongDurations,12,1,S2,179,2,-0.647,-0.489,-0.427,-0.55,A24,8.815,7.138,6.492916,-0.4885,7.5,7.9765,-0.568,1,BEDROOM,24,MATTRESS,mattress{SPACE},1333,2,1,1722
NetworksDemasking_SingleListLongDurations,12,1,S2,172,4,-0.666,-0.265,-0.629,-0.313,A25,9.603,6.671,18.08781,-0.471,6.5,8.137,-0.4655,4,BELONG,25,SIBLING,sibling{SPACE},1510,3,1,2721
NetworksDemasking_SingleListLongDurations,12,1,S2,40,6,0.068,-0.417,-0.262,-0.671,A242,10.854,6.873,25.028824,-0.4665,8.5,8.8635,-0.1745,3,CONFERENCE,26,SEAFOOD,{SHIFT}Seafood{SPACE},1323,3,1,2260
NetworksDemasking_SingleListLongDurations,12,1,S2,67,4,-0.592,-0.43,0.01,-0.266,A27,8.744,9.288,23.233553,-0.128,4,9.016,-0.511,15,BOG,27,ARENA,arena{SPACE},749,3,1,1970
NetworksDemasking_SingleListLongDurations,12,1,S2,49,4,-0.563,-0.055,-0.402,-0.161,A28,6.397,7.113,15.31106,-0.2815,5,6.755,-0.309,3,BROOM,28,SLIMY,{SHIFT}Slimy{SPACE},1059,3,1,1086
NetworksDemasking_SingleListLongDurations,12,1,S2,96,5,-0.377,0.372,-0.67,0.025,A29,9.029,6.439,22.031403,-0.3225,7,7.734,-0.0025,3,BULLET,29,CERAMICS,ceramics{SPACE},2758,3,1,3352
NetworksDemasking_SingleListLongDurations,12,1,S2,46,4,-0.788,-0.65,-0.588,-0.395,A30,10.319,8.399,21.664194,-0.4915,5,9.359,-0.719,4,BUNCH,30,BUGGY,{SHIFT}{SHIFT}Buggy{SPACE},2590,3,1,3370
NetworksDemasking_SingleListLongDurations,12,1,S2,220,5,-0.472,-0.265,-0.447,-0.272,A31,8.966,9.298,22.522979,-0.3595,8.5,9.132,-0.3685,1,BURDEN,31,COMPLICATED,complicated{SPACE},1817,2,1,1067
NetworksDemasking_SingleListLongDurations,12,1,S2,135,3,-0.204,-0.442,-0.447,-0.656,A32,8.204,10.169,14.744524,-0.5515,6,9.1865,-0.323,4,BUTLER,32,CAREER,career{SPACE},1246,2,1,1972
NetworksDemasking_SingleListLongDurations,12,1,S2,84,4,-0.444,-0.556,-0.538,-0.264,A33,9.708,6.678,19.281106,-0.401,6.5,8.193,-0.5,15,CHECKING,33,HIGHWAY,highway{SPACE},2574,3,1,2079
NetworksDemasking_SingleListLongDurations,12,1,S2,3,4,-0.173,-0.732,-0.199,-0.564,A34,7.486,9.422,15.582102,-0.3815,4,8.454,-0.4525,4,CHILI,34,RAW,{SHIFT}Raw{SPACE},2226,2,1,2159
NetworksDemasking_SingleListLongDurations,12,1,S2,184,4,-0.363,-0.446,-0.643,-0.458,A35,9.898,8.172,16.553458,-0.5505,5,9.035,-0.4045,3,CIRCLE,35,CONE,cone{SPACE},503,2,1,3204
NetworksDemasking_SingleListLongDurations,12,1,S2,231,4,-0.624,-0.373,-0.771,-0.484,A243,10.413,8.27,17.567275,-0.6275,5.5,9.3415,-0.4985,3,TOOL,36,BUILDER,builder{SPACE},955,2,1,1103
NetworksDemasking_SingleListLongDurations,12,1,S2,230,3,-0.44,-0.136,-0.695,-0.234,A37,8.778,5.513,11.937993,-0.4645,7.5,7.1455,-0.288,4,COMFORT,37,TRANQUIL,tranquil{SPACE},1551,3,1,1123
NetworksDemasking_SingleListLongDurations,12,1,S2,26,5,-0.324,-0.486,-0.558,-0.656,A38,7.549,11.978,21.938865,-0.607,5,9.7635,-0.405,6,COMPASS,38,BIT,{SHIFT}bit{SPACE},1198,3,1,3120
NetworksDemasking_SingleListLongDurations,12,1,S2,130,3,-0.278,-0.3,-0.427,-0.415,A39,8.382,10.472,12.678001,-0.421,8,9.427,-0.289,4,COMPOUND,39,KID,kid{SPACE},529,3,1,2648
NetworksDemasking_SingleListLongDurations,12,1,S2,109,5,-0.054,-0.511,-0.535,-0.631,A40,10.414,8.212,25.541707,-0.583,5.5,9.313,-0.2825,4,CONTENT,40,PROFESSION,profession{SPACE},3123,3,1,3117
NetworksDemasking_SingleListLongDurations,12,1,S2,30,4,-0.408,-0.497,-0.415,-0.778,A41,10.14,10.845,14.645597,-0.5965,5.5,10.4925,-0.4525,6,COVERED,41,SHIP,{SHIFT}Ship{SPACE},752,3,1,3139
NetworksDemasking_SingleListLongDurations,12,1,S2,72,4,0.253,-0.664,-0.141,-0.757,A42,6.098,12.559,18.595666,-0.449,6.5,9.3285,-0.2055,15,CROCHET,42,BETTER,better{SPACE},1266,3,1,3332
NetworksDemasking_SingleListLongDurations,12,1,S2,104,2,-0.377,-0.267,-0.68,-0.321,A43,8.523,7.429,10.824163,-0.5005,6.5,7.976,-0.322,1,CUBE,43,RECTANGLE,rectangle{SPACE},2071,2,1,3145
NetworksDemasking_SingleListLongDurations,12,1,S2,244,5,-0.178,-0.622,-0.017,-0.597,A44,5.68,10.002,20.312297,-0.307,4.5,7.841,-0.4,6,CUSS,44,AGENT,agent{SPACE},690,3,1,1676
NetworksDemasking_SingleListLongDurations,12,1,S2,193,4,0.088,-0.535,-0.078,-0.845,A45,8.496,9.001,15.468978,-0.4615,7.5,8.7485,-0.2235,2,CYLINDER,45,FORCE,force{SPACE},904,3,1,1832
NetworksDemasking_SingleListLongDurations,12,1,S2,142,2,-0.381,-0.513,-0.544,-0.845,A46,7.41,10.686,6.950211,-0.6945,4,9.048,-0.447,3,DART,46,SLOW,slow{SPACE},719,2,1,1673
NetworksDemasking_SingleListLongDurations,12,1,S2,217,4,-0.651,-0.8,-0.739,-0.671,A47,8.139,11.272,11.558935,-0.705,4,9.7055,-0.7255,4,DASH,47,REST,rest{SPACE},587,3,1,1070
NetworksDemasking_SingleListLongDurations,12,1,S2,158,2,-0.096,-0.211,-0.09,-0.093,A48,7.623,6.648,9.858869,-0.0915,7.5,7.1355,-0.1535,2,DECEPTION,48,BETRAY,betray{SPACE},2489,2,1,1384
NetworksDemasking_SingleListLongDurations,12,1,S2,150,1,-0.075,-0.434,-0.115,-0.44,A49,5.557,7.499,5.643856,-0.2775,8.5,6.528,-0.2545,2,DECOMPOSE,49,DISSOLVE,dissolve{SPACE},1198,1,1,1689
NetworksDemasking_SingleListLongDurations,12,1,S2,66,4,0.053,-0.408,-0.627,-0.503,A50,9.774,7.923,12.192469,-0.565,5.5,8.8485,-0.1775,4,DEPRESSED,50,CLOWN,clown{SPACE},1138,2,1,2492
NetworksDemasking_SingleListLongDurations,12,1,S2,120,3,-0.405,-0.055,-0.383,-0.12,A51,10.87,7.386,14.066171,-0.2515,8,9.128,-0.23,2,DETECTIVE,51,TREASON,treason{SPACE},2018,2,1,1885
NetworksDemasking_SingleListLongDurations,12,1,S2,56,5,-0.347,-0.727,-0.497,-0.722,A52,10.339,8.19,21.764662,-0.6095,6.5,9.2645,-0.537,15,DIGESTION,52,POPULAR,popular{SPACE},1222,3,1,3727
NetworksDemasking_SingleListLongDurations,12,1,S2,63,5,0.263,-0.49,0.333,-0.426,A53,6.491,8.096,28.06599,-0.0465,7.5,7.2935,-0.1135,2,DIRECTION,53,REFRAIN,refrain{SPACE},1890,2,1,2467
NetworksDemasking_SingleListLongDurations,12,1,S2,55,5,-0.309,-0.593,-0.507,-0.44,A54,10.799,7.972,21.363338,-0.4735,5,9.3855,-0.451,3,DISCUSSION,54,LIPS,lips{SPACE},812,3,1,2977
NetworksDemasking_SingleListLongDurations,12,1,S2,116,3,-0.342,-0.197,-0.059,-0.484,A55,6.645,5.468,13.424737,-0.2715,8.5,6.0565,-0.2695,3,DISPLAY,55,CREATE,create{SPACE},774,2,1,1172
NetworksDemasking_SingleListLongDurations,12,1,S2,190,3,-0.519,-0.066,-0.19,-0.168,A56,6.974,5.817,14.238933,-0.179,5.5,6.3955,-0.2925,3,DOWNSTREAM,56,SNORKEL,snorkel{SPACE},1799,2,1,2113
NetworksDemasking_SingleListLongDurations,12,1,S2,200,3,-0.474,-0.646,-0.699,-0.671,A57,11.521,8.639,15.771298,-0.685,5,10.08,-0.56,4,DUE,57,LOTTERY,lottery{SPACE},1592,2,1,1216
NetworksDemasking_SingleListLongDurations,12,1,S2,234,4,NA,-0.556,NA,-0.457,A58,NA,8.224,17.101358,-0.457,3,8.224,-0.556,6,DUNK,58,BRA,bra{SPACE},530,3,1,1750
NetworksDemasking_SingleListLongDurations,12,1,S2,133,3,-0.043,-0.309,-0.309,-0.057,A59,6.033,7.208,10.02103,-0.183,5,6.6205,-0.176,2,DWARVES,59,HUGE,huge{SPACE},689,2,1,2833
NetworksDemasking_SingleListLongDurations,12,1,S2,169,4,0.405,-0.248,0.886,-0.683,A60,4.234,9.685,18.616616,0.1015,7.5,6.9595,0.0785,6,EARNESTNESS,60,CELL,cell{SPACE},585,3,1,1975
NetworksDemasking_SingleListLongDurations,12,1,S2,23,2,-0.571,-0.286,-0.252,-0.457,A61,8.634,6.094,5.860311,-0.3545,9,7.364,-0.4285,1,EARRING,61,BRACELET,{SHIFT}Bracelet{SPACE},1334,1,1,1297
NetworksDemasking_SingleListLongDurations,12,1,S2,38,2,-0.561,-0.722,-0.426,-0.719,A62,9.625,9.31,5.774305,-0.5725,4,9.4675,-0.6415,4,EQUAL,62,ODD,{SHIFT}Odd{SPACE},705,2,1,2624
NetworksDemasking_SingleListLongDurations,12,1,S2,214,5,-0.388,0.55,-0.07,0.296,A63,5.979,5.313,26.424989,0.113,6,5.646,0.081,6,ERECT,63,SCALPEL,scalpel{SPACE},1580,3,1,547
NetworksDemasking_SingleListLongDurations,12,1,S2,86,6,-0.557,0.027,-0.574,-0.448,A64,10.041,9.676,24.300657,-0.511,6,9.8585,-0.265,15,EXHAUSTED,64,SCHEME,scheme{SPACE},1127,3,1,2230
NetworksDemasking_SingleListLongDurations,12,1,S2,246,4,-0.305,-0.272,-0.537,-0.511,A65,10.139,7.093,18.009221,-0.524,7.5,8.616,-0.2885,4,EXPRESS,65,TRUTHFUL,truthful{SPACE},1204,3,1,1754
NetworksDemasking_SingleListLongDurations,12,1,S2,68,2,-0.558,-0.353,-0.804,-0.636,A66,10.3,10.67,7.62348,-0.72,5.5,10.485,-0.4555,2,FACTOR,66,FIGURE,figure{SPACE},894,2,1,3378
NetworksDemasking_SingleListLongDurations,12,1,S2,28,3,-0.513,-0.169,-0.819,-0.469,A67,10.738,8.697,14.904398,-0.644,5,9.7175,-0.341,2,FAITH,67,CHORUS,{SHIFT}Chorus{SPACE},1687,2,1,1224
NetworksDemasking_SingleListLongDurations,12,1,S2,32,2,-0.555,-0.309,-0.635,-0.322,A68,8.522,6.339,8.279843,-0.4785,7.5,7.4305,-0.432,2,FANCY,68,FRIENDLY,{SHIFT}Friendly{SPACE},3255,2,1,2805
NetworksDemasking_SingleListLongDurations,12,1,S2,16,3,-0.505,-0.26,-0.578,-0.36,A69,9.902,6.109,15.163814,-0.469,5,8.0055,-0.3825,4,FARMER,69,TULIP,{SHIFT}Tulip{SPACE},1184,3,1,2215
NetworksDemasking_SingleListLongDurations,12,1,S2,94,3,-0.542,-0.724,-0.76,-0.811,A70,10.287,10.399,12.096452,-0.7855,4,10.343,-0.633,3,FAT,70,HEAVY,heavy{SPACE},875,1,1,1296
NetworksDemasking_SingleListLongDurations,12,1,S2,194,6,-0.216,-0.541,-0.798,-0.575,A71,9.908,10.21,26.637154,-0.6865,3.5,10.059,-0.3785,6,FAULT,71,FELT,felt{SPACE},522,3,1,2641
NetworksDemasking_SingleListLongDurations,12,1,S2,69,5,-0.436,-0.752,-0.154,-0.605,A72,8.21,10.439,21.350941,-0.3795,4,9.3245,-0.594,4,FEED,72,FAMINE,famine{SPACE},1149,2,1,4309
NetworksDemasking_SingleListLongDurations,12,1,S2,54,6,-0.42,0.207,-0.48,0.239,A73,5.71,5.749,24.179324,-0.1205,7.5,5.7295,-0.1065,15,FIN,73,ZUCCHINI,zucchini{SPACE},1770,3,1,2634
NetworksDemasking_SingleListLongDurations,12,1,S2,88,4,-0.394,-0.498,-0.335,-0.605,A74,6.696,10.459,15.140271,-0.47,6.5,8.5775,-0.446,15,FIREMAN,74,LID,lid{SPACE},517,3,1,2628
NetworksDemasking_SingleListLongDurations,12,1,S2,199,Inf,-0.459,-0.333,-0.229,-0.309,A75,8.705,7.566,Inf,-0.269,6.5,8.1355,-0.396,1,FIST,75,HOSTILITY,hostility{SPACE},1435,2,1,2644
NetworksDemasking_SingleListLongDurations,12,1,S2,168,2,-0.552,0.122,-0.693,-0.155,A76,8.746,7.261,9.531381,-0.424,7.5,8.0035,-0.215,1,FLASK,76,CHAMPAGNE,champagne{SPACE},1525,2,1,1063
NetworksDemasking_SingleListLongDurations,12,1,S2,147,5,-0.555,NA,-0.667,NA,A77,9.676,NA,20.525756,-0.667,6,9.676,-0.555,2,FOLD,77,BOOKBAG,bookbag{SPACE},1034,3,1,2249
NetworksDemasking_SingleListLongDurations,12,1,S2,139,4,-0.422,-0.228,-0.555,-0.658,A78,11.681,7.774,22.750659,-0.6065,5,9.7275,-0.325,6,FOOLISH,78,STRIVE,strive{SPACE},957,3,1,1455
NetworksDemasking_SingleListLongDurations,12,1,S2,235,3,-0.493,-0.416,-0.622,-0.548,A79,7.865,10.968,13.13837,-0.585,5.5,9.4165,-0.4545,2,FORM,79,MESSAGE,message{SPACE},2196,2,1,2186
NetworksDemasking_SingleListLongDurations,12,1,S2,58,2,-0.328,-0.201,-0.557,-0.196,A80,6.4,8.9,9.774238,-0.3765,6,7.65,-0.2645,3,FRIENDLINES,80,FACE,face{SPACE},565,2,1,2187
NetworksDemasking_SingleListLongDurations,12,1,S2,24,5,-0.56,-0.137,-0.314,-0.453,A81,5.537,9.709,21.905483,-0.3835,6,7.623,-0.3485,15,FRIGID,81,SPEAKER,{SHIFT}Speaker{SPACE},2522,3,1,2350
NetworksDemasking_SingleListLongDurations,12,1,S2,108,3,-0.544,-0.509,-0.507,-0.754,A82,8.708,8.361,10.396539,-0.6305,5,8.5345,-0.5265,4,FRISK,82,THIEF,thief{SPACE},702,2,1,2695
NetworksDemasking_SingleListLongDurations,12,1,S2,222,1,-0.523,-0.179,-0.557,-0.867,A83,9.137,11.636,3.228819,-0.712,5.5,10.3865,-0.351,2,GALAXY,83,SPACE,space{SPACE},905,1,1,1674
NetworksDemasking_SingleListLongDurations,12,1,S2,197,4,0.035,-0.663,0.214,-0.768,A84,8.816,9.602,13.777704,-0.277,4.5,9.209,-0.314,15,GAMBLE,84,LOAF,loaf{SPACE},691,3,1,1136
NetworksDemasking_SingleListLongDurations,12,1,S2,51,5,-0.252,-0.131,-0.308,-0.217,A85,6.568,8.272,20.45168,-0.2625,8.5,7.42,-0.1915,3,GHOUL,85,COMPASSION,{SHIFT}Compassion{SPACE},1268,4,1,2343
NetworksDemasking_SingleListLongDurations,12,1,S2,117,6,-0.144,-0.209,-0.276,-0.273,A247,5.642,9.793,22.556843,-0.2745,8.5,7.7175,-0.1765,15,CONVENT,86,REPUBLICAN,republican{SPACE},1777,4,1,3714
