ExperimentName,subject,Session,Procedure,Trial,Directed,I_NMG_ZScorePrime,I_NMG_ZscoreTarget,I_ZScorePrime,I_ZScoreTarget,ItemNumber,LogHalPrime,LogHalTarget,LogP,MeanLDTZ,MeanLength,MeanLogF,MeanNMGZ,pathlength,prime_word,Stimuli1,target_word,TargetResponse.RESP[Trial],TargetResponse.RT[Trial],Undirected,TargetAccuracy,RTRecogniseTarget
NetworksDemasking_SingleListLongDurations,1,1,S1,237,6,-0.781,-0.427,-0.135,-0.218,A1,8.196,8.514,28.280085,-0.1765,8,8.355,-0.604,1,OUTRAGEOUS,1,ABSURD,absurd{SPACE},1704,1,1,1343
NetworksDemasking_SingleListLongDurations,1,1,S1,239,4,-0.496,0.121,-0.524,-0.414,A2,10.593,6.952,18.741921,-0.469,7.5,8.7725,-0.1875,3,REVIEW,2,ADJECTIVE,adjective{SPACE},2170,3,1,1844
NetworksDemasking_SingleListLongDurations,1,1,S1,125,2,-0.545,-0.687,-0.524,-0.359,A3,8.626,6.965,8.204051,-0.4415,4.5,7.7955,-0.616,1,LUST,3,ADORE,adore{SPACE},1015,2,1,1041
NetworksDemasking_SingleListLongDurations,1,1,S1,192,2,-0.201,-0.644,-0.196,-0.748,A4,8.9,12.428,11.530092,-0.472,5.5,10.664,-0.4225,2,ENGAGE,4,AGAIN,again{SPACE},1865,2,1,1558
NetworksDemasking_SingleListLongDurations,1,1,S1,224,4,-0.319,-0.449,-0.181,-0.402,A5,6.494,7.834,15.125296,-0.2915,8,7.164,-0.384,6,FORESIGHT,5,ALGEBRA,algebra{SPACE},1735,3,1,1757
NetworksDemasking_SingleListLongDurations,1,1,S1,52,5,-0.236,-0.692,-0.492,-0.606,A6,7.712,8.977,21.317842,-0.549,5.5,8.3445,-0.464,15,MAGNET,6,ALTER,alter{SPACE},1159,4,1,2089
NetworksDemasking_SingleListLongDurations,1,1,S1,16,4,-0.422,-0.337,-0.484,0.014,A7,7.594,7.244,19.03707,-0.235,6.5,7.419,-0.3795,6,FUSS,7,AMBULANCE,ambulance{SPACE},2619,3,1,1611
NetworksDemasking_SingleListLongDurations,1,1,S1,135,4,-0.641,-0.405,-0.609,-0.666,A8,11.247,7.925,23.135463,-0.6375,6.5,9.586,-0.523,6,RELEASE,8,ANCHOR,anchor{SPACE},1226,2,1,1844
NetworksDemasking_SingleListLongDurations,1,1,S1,218,2,-0.275,-0.64,-0.409,-0.735,A9,8.821,11.601,9.472488,-0.572,6.5,10.211,-0.4575,2,PRECISE,9,ANSWER,answer{SPACE},1085,2,1,1580
NetworksDemasking_SingleListLongDurations,1,1,S1,19,2,-0.434,-0.522,-0.182,-0.515,A10,7.368,9.101,5.813069,-0.3485,8,8.2345,-0.478,1,MANSION,10,APARTMENT,apartment{SPACE},2258,2,1,1218
NetworksDemasking_SingleListLongDurations,1,1,S1,122,5,-0.629,-0.466,-0.666,-0.458,A11,9.547,9.473,22.787842,-0.562,7.5,9.51,-0.5475,2,NASTY,11,APPEARANCE,appearance{SPACE},2352,2,1,1749
NetworksDemasking_SingleListLongDurations,1,1,S1,234,5,-0.321,0.066,-0.458,0.149,A12,9.165,5.394,22.484811,-0.1545,8,7.2795,-0.1275,3,INSTANT,12,APPENDAGE,appendage{SPACE},1966,4,1,2163
NetworksDemasking_SingleListLongDurations,1,1,S1,168,2,-0.292,-0.5,-0.422,-0.398,A13,5.781,6.704,11.246543,-0.41,7.5,6.2425,-0.396,4,TEAPOT,13,APPLIANCE,appliance{SPACE},7260,2,1,1579
NetworksDemasking_SingleListLongDurations,1,1,S1,34,4,-0.378,-0.133,-0.685,0.144,A14,9.857,9.822,21.509713,-0.2705,10,9.8395,-0.2555,2,CREATIVE,14,ARCHITECTURE,architecture{SPACE},3193,2,1,1608
NetworksDemasking_SingleListLongDurations,1,1,S1,227,3,-0.611,-0.732,-0.728,-0.611,A15,8.793,10.435,14.554422,-0.6695,5.5,9.614,-0.6715,15,COOKING,15,ARMY,army{SPACE},1474,3,1,1618
NetworksDemasking_SingleListLongDurations,1,1,S1,41,1,-0.376,-0.186,-0.596,-0.231,A16,9.108,5.537,5.584963,-0.4135,7,7.3225,-0.281,1,SMOKING,16,ASHTRAY,ashtray{SPACE},2471,1,1,1590
NetworksDemasking_SingleListLongDurations,1,1,S1,200,4,0.044,-0.387,-0.27,-0.436,A17,6.673,8.596,15.633392,-0.353,7.5,7.6345,-0.1715,4,DETERGENT,17,ASLEEP,asleep{SPACE},1179,4,1,1345
NetworksDemasking_SingleListLongDurations,1,1,S1,171,8,-0.23,-0.275,-0.783,-0.401,A18,11.975,8.073,37.579732,-0.592,7.5,10.024,-0.2525,6,SMALL,18,ATTENDANCE,attendance{SPACE},2301,2,1,1763
NetworksDemasking_SingleListLongDurations,1,1,S1,40,1,-0.187,-0.358,-0.208,-0.492,A19,11.207,9.948,6.179909,-0.35,9.5,10.5775,-0.2725,1,PERFORMANCE,19,AUDIENCE,audience{SPACE},2024,1,1,1393
NetworksDemasking_SingleListLongDurations,1,1,S1,152,4,-0.192,-0.711,-0.323,-0.533,A20,10.078,9.082,16.568459,-0.428,6.5,9.58,-0.4515,4,PRESENCE,20,AWFUL,awful{SPACE},1478,3,1,1655
NetworksDemasking_SingleListLongDurations,1,1,S1,231,2,-0.607,-0.512,-0.916,-0.272,A241,11.73,5.403,9.480538,-0.594,4.5,8.5665,-0.5595,1,TEST,21,FLUNK,flunk{SPACE},1473,2,1,1667
NetworksDemasking_SingleListLongDurations,1,1,S1,17,Inf,-0.618,0.296,-0.623,0.463,A22,10.964,4.043,Inf,-0.08,8,7.5035,-0.161,15,DOCUMENT,22,BASSINET,basement{SPACE},3529,4,1,1760
NetworksDemasking_SingleListLongDurations,1,1,S1,179,3,-0.089,-0.456,-0.203,-0.489,A23,5.176,10.191,14.597802,-0.346,7,7.6835,-0.2725,4,DEODORANT,23,BEACH,beach{SPACE},1316,3,1,1321
NetworksDemasking_SingleListLongDurations,1,1,S1,51,3,-0.489,-0.647,-0.55,-0.427,A24,7.138,8.815,9.034855,-0.4885,7.5,7.9765,-0.568,1,MATTRESS,24,BEDROOM,bedroom{SPACE},2146,2,1,3317
NetworksDemasking_SingleListLongDurations,1,1,S1,15,4,-0.265,-0.666,-0.313,-0.629,A25,6.671,9.603,21.913458,-0.471,6.5,8.137,-0.4655,4,SIBLING,25,BELONG,belong{SPACE},1494,3,1,1491
NetworksDemasking_SingleListLongDurations,1,1,S1,74,5,-0.417,0.068,-0.671,-0.262,A242,6.873,10.854,24.223799,-0.4665,8.5,8.8635,-0.1745,3,SEAFOOD,26,CONFERENCE,conference{SPACE},1835,3,1,1862
NetworksDemasking_SingleListLongDurations,1,1,S1,86,3,-0.43,-0.592,-0.266,0.01,A27,9.288,8.744,18.426586,-0.128,4,9.016,-0.511,15,ARENA,27,BOG,dog{SPACE},6890,3,0,1327
NetworksDemasking_SingleListLongDurations,1,1,S1,155,4,-0.055,-0.563,-0.161,-0.402,A28,7.113,6.397,16.550118,-0.2815,5,6.755,-0.309,3,SLIMY,28,BROOM,broom{SPACE},1796,3,1,2152
NetworksDemasking_SingleListLongDurations,1,1,S1,229,4,0.372,-0.377,0.025,-0.67,A29,6.439,9.029,17.959181,-0.3225,7,7.734,-0.0025,3,CERAMICS,29,BULLET,bullet{SPACE},1230,3,1,1764
NetworksDemasking_SingleListLongDurations,1,1,S1,90,4,-0.65,-0.788,-0.395,-0.588,A30,8.399,10.319,16.181083,-0.4915,5,9.359,-0.719,4,BUGGY,30,BUNCH,bunch{SPACE},1303,3,1,1874
NetworksDemasking_SingleListLongDurations,1,1,S1,65,2,-0.265,-0.472,-0.272,-0.447,A31,9.298,8.966,12.575776,-0.3595,8.5,9.132,-0.3685,1,COMPLICATED,31,BURDEN,burden{SPACE},1665,2,1,1368
NetworksDemasking_SingleListLongDurations,1,1,S1,96,5,-0.442,-0.204,-0.656,-0.447,A32,10.169,8.204,20.667285,-0.5515,6,9.1865,-0.323,4,CAREER,32,BUTLER,butler{SPACE},1174,2,1,1688
NetworksDemasking_SingleListLongDurations,1,1,S1,106,4,-0.586,-0.444,-0.537,-0.538,A33,9.331,9.708,18.440671,-0.5375,7.5,9.5195,-0.515,15,HIGHWAY,33,CHECKING,checking{SPACE},1987,3,1,1635
NetworksDemasking_SingleListLongDurations,1,1,S1,194,4,-0.732,-0.173,-0.564,-0.199,A34,9.422,7.486,16.387847,-0.3815,4,8.454,-0.4525,4,RAW,34,CHILI,chili{SPACE},1549,2,1,2862
NetworksDemasking_SingleListLongDurations,1,1,S1,92,2,-0.446,-0.363,-0.458,-0.643,A35,8.172,9.898,8.479448,-0.5505,5,9.035,-0.4045,3,CONE,35,CIRCLE,circle{SPACE},1386,2,1,2143
NetworksDemasking_SingleListLongDurations,1,1,S1,198,2,-0.373,-0.624,-0.484,-0.771,A243,8.27,10.413,9.910643,-0.6275,5.5,9.3415,-0.4985,3,BUILDER,36,TOOL,tool{SPACE},816,2,1,1216
NetworksDemasking_SingleListLongDurations,1,1,S1,5,3,-0.136,-0.44,-0.234,-0.695,A37,5.513,8.778,14.096435,-0.4645,7.5,7.1455,-0.288,4,TRANQUIL,37,COMFORT,comfort{SPACE},1789,3,1,1563
NetworksDemasking_SingleListLongDurations,1,1,S1,32,4,-0.486,-0.324,-0.656,-0.558,A38,11.978,7.549,23.070697,-0.607,5,9.7635,-0.405,6,BIT,38,COMPASS,compass{SPACE},2032,3,1,1816
NetworksDemasking_SingleListLongDurations,1,1,S1,142,5,-0.583,-0.278,-0.812,-0.427,A39,9.944,8.382,26.177731,-0.6195,5.5,9.163,-0.4305,4,KID,39,COMPOUND,compound{SPACE},2412,3,1,1280
NetworksDemasking_SingleListLongDurations,1,1,S1,27,3,-0.372,-0.054,-0.255,-0.535,A40,8.509,10.414,16.003869,-0.395,8.5,9.4615,-0.213,4,PROFESSION,40,CONTENT,content{SPACE},1608,3,1,1574
NetworksDemasking_SingleListLongDurations,1,1,S1,109,5,-0.497,-0.408,-0.778,-0.415,A41,10.845,10.14,21.377495,-0.5965,5.5,10.4925,-0.4525,6,SHIP,41,COVERED,covered{SPACE},1330,3,1,1769
NetworksDemasking_SingleListLongDurations,1,1,S1,110,5,-0.664,0.253,-0.757,-0.141,A42,12.559,6.098,27.774153,-0.449,6.5,9.3285,-0.2055,15,BETTER,42,CROCHET,crochet{SPACE},2227,3,1,1870
NetworksDemasking_SingleListLongDurations,1,1,S1,31,2,-0.267,-0.377,-0.321,-0.68,A43,7.429,8.523,6.106024,-0.5005,6.5,7.976,-0.322,1,RECTANGLE,43,CUBE,cube{SPACE},1676,2,1,1296
NetworksDemasking_SingleListLongDurations,1,1,S1,21,6,-0.622,-0.178,-0.597,-0.017,A44,10.002,5.68,27.202333,-0.307,4.5,7.841,-0.4,6,AGENT,44,CUSS,cuss{SPACE},1477,3,1,1955
NetworksDemasking_SingleListLongDurations,1,1,S1,29,4,-0.655,0.088,-0.632,-0.078,A45,11.23,8.496,19.871816,-0.355,6.5,9.863,-0.2835,2,FORCE,45,CYLINDER,0{SPACE},2538,3,0,912
NetworksDemasking_SingleListLongDurations,1,1,S1,87,6,-0.513,-0.381,-0.845,-0.544,A46,10.686,7.41,26.623983,-0.6945,4,9.048,-0.447,3,SLOW,46,DART,dart{SPACE},1332,2,1,1703
NetworksDemasking_SingleListLongDurations,1,1,S1,112,5,-0.8,-0.651,-0.671,-0.739,A47,11.272,8.139,21.831519,-0.705,4,9.7055,-0.7255,4,REST,47,DASH,dash{SPACE},1602,3,1,1453
NetworksDemasking_SingleListLongDurations,1,1,S1,202,2,-0.211,-0.096,-0.093,-0.09,A48,6.648,7.623,10.13837,-0.0915,7.5,7.1355,-0.1535,2,BETRAY,48,DECEPTION,deception{SPACE},2784,2,1,2232
NetworksDemasking_SingleListLongDurations,1,1,S1,84,3,-0.434,-0.075,-0.44,-0.115,A49,7.499,5.557,13.4476,-0.2775,8.5,6.528,-0.2545,2,DISSOLVE,49,DECOMPOSE,decompose{SPACE},2478,1,1,2147
NetworksDemasking_SingleListLongDurations,1,1,S1,174,3,-0.408,-0.38,-0.503,-0.609,A50,7.923,8.341,8.662915,-0.556,7,8.132,-0.394,4,CLOWN,50,DEPRESSED,depressed{SPACE},1968,2,1,1616
NetworksDemasking_SingleListLongDurations,1,1,S1,146,2,-0.055,-0.395,-0.12,-0.384,A51,7.386,8.369,9.135453,-0.252,8,7.8775,-0.225,2,TREASON,51,DETECTIVE,detective{SPACE},1888,2,1,1666
NetworksDemasking_SingleListLongDurations,1,1,S1,172,6,-0.635,-0.305,-0.714,-0.376,A52,10.625,6.385,28.290071,-0.545,8,8.505,-0.47,15,POPULAR,52,DIGESTION,digestion{SPACE},2171,3,1,1727
NetworksDemasking_SingleListLongDurations,1,1,S1,44,3,-0.49,-0.347,-0.426,-0.497,A53,8.096,10.339,10.231938,-0.4615,8,9.2175,-0.4185,2,REFRAIN,53,DIRECTION,direction{SPACE},2040,2,1,1075
NetworksDemasking_SingleListLongDurations,1,1,S1,242,5,-0.663,-0.153,-0.768,-0.139,A54,9.602,11.475,21.217385,-0.4535,7,10.5385,-0.408,3,LIPS,54,DISCUSSION,discussion{SPACE},2253,3,1,1981
NetworksDemasking_SingleListLongDurations,1,1,S1,159,3,-0.326,-0.309,-0.566,-0.507,A55,11.201,10.799,13.541366,-0.5365,6.5,11,-0.3175,3,CREATE,55,DISPLAY,display{SPACE},2023,2,1,1757
NetworksDemasking_SingleListLongDurations,1,1,S1,45,8,-0.066,-0.342,-0.168,-0.059,A56,5.817,6.645,36.835689,-0.1135,8.5,6.231,-0.204,3,SNORKEL,56,DOWNSTREAM,downstream{SPACE},2495,2,1,2131
NetworksDemasking_SingleListLongDurations,1,1,S1,120,4,-0.646,-0.474,-0.671,-0.699,A57,8.639,11.521,14.797798,-0.685,5,10.08,-0.56,4,LOTTERY,57,DUE,due{SPACE},823,2,1,1640
NetworksDemasking_SingleListLongDurations,1,1,S1,81,6,-0.556,-0.519,-0.457,-0.19,A58,8.224,6.974,23.923021,-0.3235,3.5,7.599,-0.5375,6,BRA,58,DUNK,dunk{SPACE},1410,3,1,2184
NetworksDemasking_SingleListLongDurations,1,1,S1,181,5,-0.529,NA,-0.37,NA,A59,10.55,NA,20.77332,-0.37,4,10.55,-0.529,2,HUGE,59,DWARVES,dwarves{SPACE},2810,2,1,1495
NetworksDemasking_SingleListLongDurations,1,1,S1,163,Inf,-0.248,0.405,-0.683,0.886,A60,9.685,4.234,Inf,0.1015,7.5,6.9595,0.0785,6,CELL,60,EARNESTNESS,0{SPACE},3677,3,0,2895
NetworksDemasking_SingleListLongDurations,1,1,S1,104,1,-0.286,-0.043,-0.457,-0.309,A61,6.094,6.033,6.209453,-0.383,7.5,6.0635,-0.1645,1,BRACELET,61,EARRING,earring{SPACE},2146,1,1,1036
NetworksDemasking_SingleListLongDurations,1,1,S1,213,2,-0.738,-0.378,-0.579,-0.672,A62,9.7,10.598,6.301552,-0.6255,4,10.149,-0.558,4,ODD,62,EQUAL,equal{SPACE},2087,2,1,1556
NetworksDemasking_SingleListLongDurations,1,1,S1,217,4,0.55,-0.313,0.296,-0.214,A63,5.313,7.902,19.381519,0.041,6,6.6075,0.1185,6,SCALPEL,63,ERECT,erect{SPACE},1328,3,1,2131
NetworksDemasking_SingleListLongDurations,1,1,S1,14,4,0.027,-0.35,-0.448,-0.517,A64,9.676,7.883,19.323928,-0.4825,7.5,8.7795,-0.1615,15,SCHEME,64,EXHAUSTED,exhausted{SPACE},2820,3,1,1821
NetworksDemasking_SingleListLongDurations,1,1,S1,61,5,-0.272,-0.305,-0.511,-0.537,A65,7.093,10.139,17.829686,-0.524,7.5,8.616,-0.2885,4,TRUTHFUL,65,EXPRESS,express{SPACE},2040,3,1,1459
NetworksDemasking_SingleListLongDurations,1,1,S1,72,6,-0.456,-0.557,-0.672,-0.574,A66,10.942,10.041,33.031251,-0.623,6,10.4915,-0.5065,2,FIGURE,66,FACTOR,factor{SPACE},1461,2,1,1738
NetworksDemasking_SingleListLongDurations,1,1,S1,136,3,-0.169,-0.558,-0.469,-0.804,A67,8.697,10.3,12.268527,-0.6365,5.5,9.4985,-0.3635,2,CHORUS,67,FAITH,faith{SPACE},2046,2,1,1065
NetworksDemasking_SingleListLongDurations,1,1,S1,240,4,-0.489,-0.632,-0.609,-0.594,A68,9.769,8.903,20.315599,-0.6015,6.5,9.336,-0.5605,2,FRIENDLY,68,FANCY,fancy{SPACE},1241,2,1,1477
NetworksDemasking_SingleListLongDurations,1,1,S1,145,5,-0.26,-0.555,-0.36,-0.635,A69,6.109,8.522,21.868076,-0.4975,5.5,7.3155,-0.4075,4,TULIP,69,FARMER,farmer{SPACE},1635,3,1,1669
NetworksDemasking_SingleListLongDurations,1,1,S1,205,1,-0.724,-0.542,-0.811,-0.76,A70,10.399,10.287,5.169925,-0.7855,4,10.343,-0.633,3,HEAVY,70,FAT,fat{SPACE},887,1,1,1774
NetworksDemasking_SingleListLongDurations,1,1,S1,190,4,-0.512,-0.505,-0.318,-0.578,A71,10.824,9.902,19.621411,-0.448,4.5,10.363,-0.5085,6,FELT,71,FAULT,fault{SPACE},1293,3,1,1998
NetworksDemasking_SingleListLongDurations,1,1,S1,130,2,0.011,-0.216,0.004,-0.798,A72,6.945,9.908,7.871787,-0.397,5,8.4265,-0.1025,4,FAMINE,72,FEED,feed{SPACE},1684,2,1,972
NetworksDemasking_SingleListLongDurations,1,1,S1,79,4,0.207,-0.436,0.239,-0.154,A73,5.749,8.21,20.001672,0.0425,5.5,6.9795,-0.1145,15,ZUCCHINI,73,FIN,fin{SPACE},970,3,1,2074
NetworksDemasking_SingleListLongDurations,1,1,S1,183,4,-0.593,-0.42,-0.44,-0.48,A74,7.972,5.71,17.466128,-0.46,5,6.841,-0.5065,15,LID,74,FIREMAN,fireman{SPACE},1531,3,1,2093
NetworksDemasking_SingleListLongDurations,1,1,S1,166,2,-0.333,-0.459,-0.309,-0.229,A75,7.566,8.705,9.678939,-0.269,6.5,8.1355,-0.396,1,HOSTILITY,75,FIST,fish{SPACE},1703,2,0,1325
NetworksDemasking_SingleListLongDurations,1,1,S1,151,6,0.122,-0.394,-0.155,-0.335,A76,7.261,6.696,30.109361,-0.245,7,6.9785,-0.136,1,CHAMPAGNE,76,FLASK,flask{SPACE},1524,2,1,1603
NetworksDemasking_SingleListLongDurations,1,1,S1,60,4,NA,-0.695,NA,-0.606,A77,NA,8.498,18.769976,-0.606,4,8.498,-0.695,2,BOOKBAG,77,FOLD,fold{SPACE},1283,3,1,1686
NetworksDemasking_SingleListLongDurations,1,1,S1,73,5,-0.228,-0.303,-0.658,-0.628,A78,7.774,8.658,25.095853,-0.643,6.5,8.216,-0.2655,6,STRIVE,78,FOOLISH,foolish{SPACE},2609,3,1,1034
NetworksDemasking_SingleListLongDurations,1,1,S1,57,4,-0.531,-0.422,-0.644,-0.555,A79,12.418,11.681,15.481369,-0.5995,5.5,12.0495,-0.4765,2,MESSAGE,79,FORM,form{SPACE},1526,2,1,1124
NetworksDemasking_SingleListLongDurations,1,1,S1,7,4,-0.584,-0.048,-0.878,0.312,A80,11.261,6.165,18.982172,-0.283,8,8.713,-0.316,3,FACE,80,FRIENDLINESS,friendliness{SPACE},3153,2,1,2182
NetworksDemasking_SingleListLongDurations,1,1,S1,114,4,-0.137,-0.394,-0.453,-0.377,A81,9.709,5.694,21.111232,-0.415,6.5,7.7015,-0.2655,15,SPEAKER,81,FRIGID,frigid{SPACE},1397,3,1,1737
NetworksDemasking_SingleListLongDurations,1,1,S1,162,Inf,-0.509,-0.56,-0.754,-0.314,A82,8.361,5.537,Inf,-0.534,5,6.949,-0.5345,4,THIEF,82,FRISK,frisk{SPACE},2406,2,1,2855
NetworksDemasking_SingleListLongDurations,1,1,S1,167,2,-0.179,-0.523,-0.867,-0.557,A83,11.636,9.137,8.819991,-0.712,5.5,10.3865,-0.351,2,SPACE,83,GALAXY,galaxy{SPACE},2899,1,1,1635
NetworksDemasking_SingleListLongDurations,1,1,S1,97,4,-0.682,-0.412,-0.647,-0.412,A84,7.109,7.585,14.758229,-0.5295,5,7.347,-0.547,15,LOAF,84,GAMBLE,gamble{SPACE},1340,3,1,1045
NetworksDemasking_SingleListLongDurations,1,1,S1,132,4,-0.131,0.035,-0.217,0.214,A85,8.272,8.816,20.543274,-0.0015,7.5,8.544,-0.048,3,COMPASSION,85,GHOUL,ghoul{SPACE},1487,4,1,1765
NetworksDemasking_SingleListLongDurations,1,1,S1,140,4,-0.468,-0.359,-0.741,-0.558,A244,13.098,11.473,18.004297,-0.6495,5.5,12.2855,-0.4135,3,SHE,86,CHILDREN,children{SPACE},1622,3,1,1306
NetworksDemasking_SingleListLongDurations,1,1,S1,208,2,-0.621,-0.485,-0.517,-0.578,A87,8.657,9.414,9.424466,-0.5475,5,9.0355,-0.553,2,PLAZA,87,GOODS,goods{SPACE},1034,2,1,1311
NetworksDemasking_SingleListLongDurations,1,1,S1,63,Inf,-0.576,-0.493,-0.681,0.164,A88,11.795,6.254,Inf,-0.2585,5,9.0245,-0.5345,3,WRITE,88,GRAFT,graft{SPACE},2633,2,1,2158
NetworksDemasking_SingleListLongDurations,1,1,S1,13,5,-0.353,-0.432,-0.636,-0.179,A89,10.67,7.434,22.497429,-0.4075,5.5,9.052,-0.3925,3,FEMALE,89,GROOM,groom{SPACE},1847,3,1,1707
NetworksDemasking_SingleListLongDurations,1,1,S1,204,4,-0.53,-0.652,-0.175,-0.547,A90,9.373,10.882,18.621002,-0.361,6.5,10.1275,-0.591,15,ORDINARY,90,GUIDE,guide{SPACE},1113,3,1,1309
NetworksDemasking_SingleListLongDurations,1,1,S1,147,3,-0.258,-0.688,-0.295,-0.668,A91,7.551,11.34,14.157233,-0.4815,5.5,9.4455,-0.473,4,HORMONES,91,GUY,guy{SPACE},1651,3,1,1270
NetworksDemasking_SingleListLongDurations,1,1,S1,10,2,-0.362,-0.695,-0.603,-0.533,A92,8.739,8.294,12.848525,-0.568,6,8.5165,-0.5285,1,SAILOR,92,HARBOR,harbor{SPACE},2613,2,1,1704
NetworksDemasking_SingleListLongDurations,1,1,S1,38,3,-0.661,-0.548,-0.654,-0.902,A93,7.713,9.371,14.973653,-0.778,4.5,8.542,-0.6045,3,KITTEN,93,HAT,hat{SPACE},921,2,1,1592
NetworksDemasking_SingleListLongDurations,1,1,S1,117,Inf,-0.397,-0.45,-0.217,-0.635,A94,6.605,8.342,Inf,-0.426,6,7.4735,-0.4235,1,TIMID,94,HEIGHTS,heights{SPACE},1264,2,1,1917
NetworksDemasking_SingleListLongDurations,1,1,S1,94,5,-0.479,-0.602,-0.536,-0.644,A95,9.112,13.296,24.648925,-0.59,4,11.204,-0.5405,6,CHASE,95,HER,her{SPACE},617,3,1,1210
NetworksDemasking_SingleListLongDurations,1,1,S1,35,3,-0.432,-0.704,-0.807,-0.985,A96,9.23,12.131,14.238753,-0.896,4.5,10.6805,-0.568,3,TRUCK,96,HIGH,high{SPACE},934,2,1,1572
NetworksDemasking_SingleListLongDurations,1,1,S1,212,5,-0.656,-0.356,-0.67,0.13,A97,8.557,5.182,18.510145,-0.27,4.5,6.8695,-0.506,6,PENNY,97,HOBO,hobo{SPACE},1628,3,1,1622
NetworksDemasking_SingleListLongDurations,1,1,S1,160,1,-0.585,-0.646,-0.63,-0.73,A98,10.765,11.171,5.51307,-0.68,4,10.968,-0.6155,2,DROP,98,HOLD,hold{SPACE},875,1,1,1111
NetworksDemasking_SingleListLongDurations,1,1,S1,187,5,-0.534,-0.701,-0.554,-0.672,A99,9.814,9.36,20.324736,-0.613,5.5,9.587,-0.6175,6,DIAMOND,99,HOOK,hook{SPACE},1650,3,1,1386
NetworksDemasking_SingleListLongDurations,1,1,S1,134,4,NA,-0.342,NA,-0.692,A100,4.025,9.457,18.199005,-0.692,6,6.741,-0.342,3,ARIGHT,100,HORROR,horror{SPACE},1771,3,1,1229
NetworksDemasking_SingleListLongDurations,1,1,S1,150,2,-0.746,-0.459,-0.654,-0.739,A101,7.522,8.748,8.096715,-0.6965,5,8.135,-0.6025,4,RIBS,101,HUNGRY,hungry{SPACE},1285,2,1,1155
NetworksDemasking_SingleListLongDurations,1,1,S1,25,4,-0.413,-0.478,-0.545,-0.44,A102,10.231,10.486,15.446281,-0.4925,7,10.3585,-0.4455,2,EMPLOYER,102,INCOME,income{SPACE},1412,2,1,1665
NetworksDemasking_SingleListLongDurations,1,1,S1,76,Inf,-0.387,-0.517,-0.211,-0.135,A103,7.925,8.017,Inf,-0.173,8,7.971,-0.452,3,ALLERGY,103,INJECTION,injection{SPACE},3073,2,1,1885
NetworksDemasking_SingleListLongDurations,1,1,S1,215,4,NA,0.086,NA,-0.26,A104,6.157,7.089,12.551492,-0.26,9,6.623,0.086,3,BRITANNICA,104,INSTRUCT,instruct{SPACE},3809,3,1,1700
NetworksDemasking_SingleListLongDurations,1,1,S1,116,4,-0.454,-0.504,-0.454,-0.153,A105,8.117,9.224,18.844226,-0.3035,7.5,8.6705,-0.479,6,CRUDE,105,INSTRUMENT,instrument{SPACE},1981,3,1,2778
NetworksDemasking_SingleListLongDurations,1,1,S1,20,5,-0.752,-0.623,-0.605,-0.449,A106,10.439,7.611,22.388772,-0.527,4,9.025,-0.6875,15,FACTS,106,IVY,ivy{SPACE},3558,3,1,1606
NetworksDemasking_SingleListLongDurations,1,1,S1,78,5,-0.136,-0.631,-0.352,-0.684,A107,11.042,7.484,17.096736,-0.518,7.5,9.263,-0.3835,15,COMMERCIAL,107,JOKER,joker{SPACE},1479,3,1,1325
NetworksDemasking_SingleListLongDurations,1,1,S1,211,2,-0.416,-0.608,-0.548,-0.754,A108,10.968,10.283,10.509577,-0.651,6,10.6255,-0.512,2,MEDIA,108,JOURNAL,journal{SPACE},1255,2,1,1074
NetworksDemasking_SingleListLongDurations,1,1,S1,2,3,0.105,-0.554,-0.124,-0.546,A109,6.306,8.813,17.032073,-0.335,7.5,7.5595,-0.2245,15,DISPERSE,109,JOURNEY,{SHIFT}Journey{SPACE},2974,3,1,1613
NetworksDemasking_SingleListLongDurations,1,1,S1,238,5,-0.666,-0.591,-0.275,-0.916,A110,6.853,9.368,17.929597,-0.5955,4.5,8.1105,-0.6285,6,RODENT,110,JOY,joy{SPACE},1136,4,1,1334
NetworksDemasking_SingleListLongDurations,1,1,S1,103,2,-0.584,-0.357,-0.558,-0.773,A111,7.965,8.943,6.36995,-0.6655,5.5,8.454,-0.4705,1,BANANA,111,JUICE,juice{SPACE},1663,2,1,1048
NetworksDemasking_SingleListLongDurations,1,1,S1,85,5,-0.115,-0.706,-0.215,-0.634,A112,8.636,7.996,18.628502,-0.4245,7.5,8.316,-0.4105,15,PREJUDICE,112,LADDER,ladder{SPACE},1781,3,1,1355
NetworksDemasking_SingleListLongDurations,1,1,S1,126,2,-0.812,-0.538,-0.609,-0.533,A113,9.058,7.765,7.957007,-0.571,5.5,8.4115,-0.675,1,WASH,113,LAUNDRY,laundry{SPACE},2184,1,1,1075
NetworksDemasking_SingleListLongDurations,1,1,S1,107,1,-0.801,-0.81,-0.791,-0.818,A114,11.158,11.973,4.329722,-0.8045,4,11.5655,-0.8055,2,LOTS,114,LESS,less{SPACE},1067,1,1,2177
NetworksDemasking_SingleListLongDurations,1,1,S1,188,4,-0.153,-0.733,-0.451,-0.605,A115,9.264,8.994,18.228213,-0.528,7.5,9.129,-0.443,4,ASSOCIATE,115,LESSON,lesson{SPACE},1555,2,1,1937
NetworksDemasking_SingleListLongDurations,1,1,S1,207,7,-0.352,0.154,-0.036,-0.035,A116,8.722,7.854,32.614013,-0.0355,6.5,8.288,-0.099,4,GOVERNOR,116,LIBEL,libel{SPACE},1362,3,1,2083
